"movie","break_even","earnings_ratio","budget_raw","worldwide_gross","production_budget","even"
"Torque",1,1.15,40000000,"$46,176,322","$40,000,000","Made money"
"The Fantastic Mr. Fox",1,1.16,40000000,"$46,498,922","$40,000,000","Made money"
"Showgirls",0,0.94,40000000,"$37,750,754","$40,000,000","Lost money"
"City Hall",0,0.51,40000000,"$20,278,055","$40,000,000","Lost money"
"The Impossible",1,4.24,40000000,"$169,590,606","$40,000,000","Made money"
"A Thousand Words",0,0.46,40000000,"$18,450,127","$40,000,000","Lost money"
"Marie Antoinette",1,1.52,40000000,"$60,862,471","$40,000,000","Made money"
"Get Carter",0,0.49,40000000,"$19,417,182","$40,000,000","Lost money"
"Kiss of Death",0,0.37,40000000,"$14,942,422","$40,000,000","Lost money"
"Life, or Something Like It",0,0.36,40000000,"$14,448,589","$40,000,000","Lost money"
"Ishtar",0,0.36,40000000,"$14,375,181","$40,000,000","Lost money"
"Memoirs of an Invisible Man",0,0.36,40000000,"$14,358,033","$40,000,000","Lost money"
"Amelia",0,0.49,40000000,"$19,756,077","$40,000,000","Lost money"
"Cirque du Freak: The Vampire's Assistant",0,0.86,40000000,"$34,372,469","$40,000,000","Lost money"
"New York Minute",0,0.53,40000000,"$21,215,882","$40,000,000","Lost money"
"The Deep End of the Ocean",0,0.34,40000000,"$13,508,635","$40,000,000","Lost money"
"Alfie",0,0.88,40000000,"$35,195,939","$40,000,000","Lost money"
"FearDotCom",0,0.33,40000000,"$13,208,023","$40,000,000","Lost money"
"Universal Soldier II: The Return",0,0.27,40000000,"$10,717,421","$40,000,000","Lost money"
"Pandorum",0,0.43,40000000,"$17,033,431","$40,000,000","Lost money"
"Duplex",0,0.25,40000000,"$10,070,651","$40,000,000","Lost money"
"Paranoia",0,0.18,40000000,"$7,388,654","$40,000,000","Lost money"
"Raise the Titanic",0,0.18,40000000,"$7,000,000","$40,000,000","Lost money"
"Impostor",0,0.15,40000000,"$6,114,237","$40,000,000","Lost money"
"Extreme Ops",0,0.32,40000000,"$12,624,471","$40,000,000","Lost money"
"Just Visiting",0,0.4,40000000,"$16,172,200","$40,000,000","Lost money"
"Sunshine",0,0.8,40000000,"$32,030,610","$40,000,000","Lost money"
"The Hudsucker Proxy",0,0.37,40000000,"$14,938,149","$40,000,000","Lost money"
"Pirates",0,0.16,40000000,"$6,341,825","$40,000,000","Lost money"
"Delgo",0,0.02,40000000,"$915,840","$40,000,000","Lost money"
"Alex Rider: Operation Stormbreaker",0,0.23,40000000,"$9,351,567","$40,000,000","Lost money"
"Red Cliff",1,2.99,40000000,"$119,627,047","$40,000,000","Made money"
"The Last Shot",0,0.01,40000000,"$463,730","$40,000,000","Lost money"
"The Warlords",0,0.97,40000000,"$38,899,792","$40,000,000","Lost money"
"Nomad",0,0,40000000,"$79,123","$40,000,000","Lost money"
"The Time Traveler's Wife",1,2.53,39000000,"$98,666,635","$39,000,000","Made money"
"Superman III",1,1.54,39000000,"$59,950,623","$39,000,000","Made money"
"Frankenweenie",1,2.08,39000000,"$81,150,788","$39,000,000","Made money"
"Sgt. Bilko",0,0.97,39000000,"$37,956,589","$39,000,000","Lost money"
"Serenity",0,0.99,39000000,"$38,514,517","$39,000,000","Lost money"
"Against the Ropes",0,0.16,39000000,"$6,429,865","$39,000,000","Lost money"
"The Fast and the Furious",1,5.43,38000000,"$206,512,310","$38,000,000","Made money"
"Sweet Home Alabama",1,4.8,38000000,"$182,365,114","$38,000,000","Made money"
"The Ugly Truth",1,5.4,38000000,"$205,230,042","$38,000,000","Made money"
"Spy Kids 2: The Island of Lost Dreams",1,3.15,38000000,"$119,721,296","$38,000,000","Made money"
"Star Trek: Generations",1,3.16,38000000,"$120,000,000","$38,000,000","Made money"
"Mouse Hunt",1,1.63,38000000,"$61,894,591","$38,000,000","Made money"
"Life as We Know It",1,2.79,38000000,"$105,887,837","$38,000,000","Made money"
"The Hurricane",1,1.95,38000000,"$73,956,241","$38,000,000","Made money"
"Riddick",1,2.43,38000000,"$92,425,135","$38,000,000","Made money"
"Heartbreakers",1,1.52,38000000,"$57,753,825","$38,000,000","Made money"
"Enough",1,1.03,38000000,"$39,177,215","$38,000,000","Made money"
"Push",1,1.17,38000000,"$44,411,527","$38,000,000","Made money"
"Rush",1,2.51,38000000,"$95,224,595","$38,000,000","Made money"
"Angel Eyes",0,0.78,38000000,"$29,544,532","$38,000,000","Lost money"
"Joe Somebody",0,0.65,38000000,"$24,515,990","$38,000,000","Lost money"
"The Ninth Gate",1,1.54,38000000,"$58,394,308","$38,000,000","Made money"
"Extreme Measures",0,0.46,38000000,"$17,378,193","$38,000,000","Lost money"
"Rock Star",0,0.51,38000000,"$19,317,765","$38,000,000","Lost money"
"White Squall",0,0.27,38000000,"$10,229,300","$38,000,000","Lost money"
"City of Ember",0,0.31,38000000,"$11,817,059","$38,000,000","Lost money"
"Switchback",0,0.17,38000000,"$6,504,442","$38,000,000","Lost money"
"Texas Rangers",0,0.02,38000000,"$623,374","$38,000,000","Lost money"
"What to Expect When You're Expecting",1,2.15,37500000,"$80,652,203","$37,500,000","Made money"
"The Master",0,0.67,37500000,"$25,116,740","$37,500,000","Lost money"
"The Express",0,0.26,37500000,"$9,808,102","$37,500,000","Lost money"
"Twilight",1,10.75,37000000,"$397,923,934","$37,000,000","Made money"
"We're the Millers",1,7.3,37000000,"$270,000,119","$37,000,000","Made money"
"The Town",1,4.12,37000000,"$152,566,881","$37,000,000","Made money"
"Dolphin Tale",1,2.6,37000000,"$96,068,724","$37,000,000","Made money"
"Burn After Reading",1,4.42,37000000,"$163,415,735","$37,000,000","Made money"
"Nim's Island",1,2.54,37000000,"$94,081,683","$37,000,000","Made money"
"Cop Out",1,1.51,37000000,"$55,909,910","$37,000,000","Made money"
"The Rite",1,2.6,37000000,"$96,047,633","$37,000,000","Made money"
"Space Chimps",1,1.81,37000000,"$67,029,956","$37,000,000","Made money"
"Magnolia",1,1.31,37000000,"$48,446,802","$37,000,000","Made money"
"Gnomeo and Juliet",1,5.38,36000000,"$193,737,977","$36,000,000","Made money"
"John Q",1,2.84,36000000,"$102,226,631","$36,000,000","Made money"
"Blue Streak",1,3.26,36000000,"$117,448,157","$36,000,000","Made money"
"Never Say Never Again",1,4.44,36000000,"$160,000,000","$36,000,000","Made money"
"Hot Tub Time Machine",1,1.76,36000000,"$63,209,958","$36,000,000","Made money"
"Breakdown",1,1.39,36000000,"$50,159,144","$36,000,000","Made money"
"Hall Pass",1,2.32,36000000,"$83,693,266","$36,000,000","Made money"
"A Man Apart",1,1.22,36000000,"$43,797,731","$36,000,000","Made money"
"Reindeer Games",0,0.65,36000000,"$23,360,779","$36,000,000","Lost money"
"Snow Falling on Cedars",0,0.4,36000000,"$14,378,353","$36,000,000","Lost money"
"Ghosts of Mississippi",0,0.36,36000000,"$13,052,741","$36,000,000","Lost money"
"Gattaca",0,0.35,36000000,"$12,532,777","$36,000,000","Lost money"
"Isn't She Great",0,0.08,36000000,"$2,954,405","$36,000,000","Lost money"
"There Be Dragons",0,0.11,36000000,"$4,020,990","$36,000,000","Lost money"
"Head of State",1,1.09,35200000,"$38,283,765","$35,200,000","Made money"
"The Hangover",1,13.42,35000000,"$469,553,471","$35,000,000","Made money"
"The Blind Side",1,8.73,35000000,"$305,705,795","$35,000,000","Made money"
"Batman",1,11.75,35000000,"$411,348,924","$35,000,000","Made money"
"Austin Powers: The Spy Who Shagged Me",1,8.87,35000000,"$310,332,636","$35,000,000","Made money"
"True Grit",1,7.21,35000000,"$252,276,928","$35,000,000","Made money"
"Lethal Weapon 3",1,9.13,35000000,"$319,700,000","$35,000,000","Made money"
"Rush Hour",1,7.01,35000000,"$245,300,000","$35,000,000","Made money"
"Identity Thief",1,5.04,35000000,"$176,269,721","$35,000,000","Made money"
"The Devil Wears Prada",1,9.33,35000000,"$326,551,094","$35,000,000","Made money"
"Horrible Bosses",1,6.13,35000000,"$214,538,559","$35,000,000","Made money"
"Spy Kids",1,5.65,35000000,"$197,692,062","$35,000,000","Made money"
"Saving Mr. Banks",1,2.89,35000000,"$101,199,761","$35,000,000","Made money"
"Star Trek: The Motion Picture",1,3.97,35000000,"$139,000,000","$35,000,000","Made money"
"21",1,4.51,35000000,"$157,852,532","$35,000,000","Made money"
"What Happens in Vegas...",1,6.24,35000000,"$218,535,708","$35,000,000","Made money"
"Cape Fear",1,5.21,35000000,"$182,291,969","$35,000,000","Made money"
"The English Patient",1,6.62,35000000,"$231,716,374","$35,000,000","Made money"
"Guess Who",1,2.92,35000000,"$102,115,888","$35,000,000","Made money"
"L.A. Confidential",1,3.16,35000000,"$110,604,977","$35,000,000","Made money"
"Sky High",1,2.33,35000000,"$81,627,454","$35,000,000","Made money"
"In & Out",1,2.38,35000000,"$83,226,569","$35,000,000","Made money"
"A Nightmare on Elm Street",1,3.36,35000000,"$117,729,621","$35,000,000","Made money"
"The Cell",1,2.45,35000000,"$85,911,226","$35,000,000","Made money"
"Species",1,3.24,35000000,"$113,354,449","$35,000,000","Made money"
"The Benchwarmers",1,1.86,35000000,"$65,063,726","$35,000,000","Made money"
"Secretariat",1,1.73,35000000,"$60,376,247","$35,000,000","Made money"
"The Man in the Iron Mask",1,1.63,35000000,"$56,968,169","$35,000,000","Made money"
"TMNT",1,2.75,35000000,"$96,096,018","$35,000,000","Made money"
"Radio",1,1.52,35000000,"$53,293,628","$35,000,000","Made money"
"Old Dogs",1,2.72,35000000,"$95,104,304","$35,000,000","Made money"
"Malcolm X",1,1.38,35000000,"$48,169,910","$35,000,000","Made money"
"Must Love Dogs",1,1.68,35000000,"$58,894,863","$35,000,000","Made money"
"License to Wed",1,2.01,35000000,"$70,187,088","$35,000,000","Made money"
"Donnie Brasco",1,1.87,35000000,"$65,303,052","$35,000,000","Made money"
"Max Payne",1,2.45,35000000,"$85,761,789","$35,000,000","Made money"
"Resident Evil",1,2.97,35000000,"$103,787,401","$35,000,000","Made money"
"The Ladykillers",1,2.21,35000000,"$77,392,139","$35,000,000","Made money"
"Something Borrowed",1,1.86,35000000,"$65,084,116","$35,000,000","Made money"
"The Nativity Story",1,1.33,35000000,"$46,432,264","$35,000,000","Made money"
"In Time",1,4.86,35000000,"$170,064,664","$35,000,000","Made money"
"The Back-up Plan",1,2.15,35000000,"$75,281,179","$35,000,000","Made money"
"Bounce",1,1.53,35000000,"$53,425,292","$35,000,000","Made money"
"Closer",1,3.3,35000000,"$115,476,509","$35,000,000","Made money"
"Street Fighter",1,2.84,35000000,"$99,423,000","$35,000,000","Made money"
"Black Knight",0,0.95,35000000,"$33,422,806","$35,000,000","Lost money"
"The Bad News Bears",0,0.96,35000000,"$33,500,620","$35,000,000","Lost money"
"The Pianist",1,3.43,35000000,"$120,000,000","$35,000,000","Made money"
"House of Wax",1,2,35000000,"$70,064,800","$35,000,000","Made money"
"From Hell",1,1.96,35000000,"$68,712,365","$35,000,000","Made money"
"Queen of the Damned",0,0.87,35000000,"$30,307,804","$35,000,000","Lost money"
"Nanny McPhee and the Big Bang",1,2.79,35000000,"$97,799,865","$35,000,000","Made money"
"Untraceable",1,1.5,35000000,"$52,649,951","$35,000,000","Made money"
"Predator 2",1,1.56,35000000,"$54,768,418","$35,000,000","Made money"
"Abduction",1,2.48,35000000,"$86,648,359","$35,000,000","Made money"
"Flash Gordon",0,0.77,35000000,"$27,107,960","$35,000,000","Lost money"
"Superhero Movie",1,2.09,35000000,"$73,026,302","$35,000,000","Made money"
"Blast from the Past",0,0.76,35000000,"$26,613,620","$35,000,000","Lost money"
"Jersey Girl",1,1.06,35000000,"$37,066,129","$35,000,000","Made money"
"Midnight in the Garden of Good and Evil",0,0.72,35000000,"$25,078,937","$35,000,000","Lost money"
"Heist",0,0.83,35000000,"$28,906,817","$35,000,000","Lost money"
"Ella Enchanted",0,0.65,35000000,"$22,913,677","$35,000,000","Lost money"
"The X-Files: I Want to Believe",1,1.95,35000000,"$68,369,434","$35,000,000","Made money"
"Premium Rush",0,0.9,35000000,"$31,393,201","$35,000,000","Lost money"
"Broken City",0,0.88,35000000,"$30,746,765","$35,000,000","Lost money"
"Valiant",1,1.83,35000000,"$64,188,387","$35,000,000","Made money"
"Wonder Boys",0,0.95,35000000,"$33,422,485","$35,000,000","Lost money"
"Cursed",0,0.72,35000000,"$25,114,901","$35,000,000","Lost money"
"Walk Hard: The Dewey Cox Story",0,0.59,35000000,"$20,606,053","$35,000,000","Lost money"
"The Four Feathers",0,0.85,35000000,"$29,882,645","$35,000,000","Lost money"
"Furry Vengeance",1,1.12,35000000,"$39,340,177","$35,000,000","Made money"
"Parker",1,1.32,35000000,"$46,346,651","$35,000,000","Made money"
"Wimbledon",1,1.19,35000000,"$41,666,476","$35,000,000","Made money"
"Bait",0,0.44,35000000,"$15,471,969","$35,000,000","Lost money"
"Dungeons and Dragons",0,0.96,35000000,"$33,771,965","$35,000,000","Lost money"
"Lions for Lambs",1,1.81,35000000,"$63,211,088","$35,000,000","Made money"
"Flight of the Intruder",0,0.41,35000000,"$14,471,440","$35,000,000","Lost money"
"The Tree of Life",1,1.78,35000000,"$62,305,665","$35,000,000","Made money"
"American Outlaws",0,0.38,35000000,"$13,264,986","$35,000,000","Lost money"
"Zoom",0,0.36,35000000,"$12,506,188","$35,000,000","Lost money"
"The Shipping News",0,0.7,35000000,"$24,405,825","$35,000,000","Lost money"
"The Young Victoria",0,0.91,35000000,"$31,878,891","$35,000,000","Lost money"
"Knock Off",0,0.29,35000000,"$10,319,915","$35,000,000","Lost money"
"Whiteout",0,0.35,35000000,"$12,254,746","$35,000,000","Lost money"
"The Fountain",0,0.44,35000000,"$15,461,638","$35,000,000","Lost money"
"Punisher: War Zone",0,0.29,35000000,"$10,157,534","$35,000,000","Lost money"
"The Order",0,0.33,35000000,"$11,559,747","$35,000,000","Lost money"
"A Good Year",1,1.2,35000000,"$42,064,105","$35,000,000","Made money"
"Femme Fatale",0,0.48,35000000,"$16,830,252","$35,000,000","Lost money"
"Warriors of Virtue",0,0.18,35000000,"$6,448,817","$35,000,000","Lost money"
"Luther",0,0.84,35000000,"$29,465,190","$35,000,000","Lost money"
"Biutiful",0,0.72,35000000,"$25,101,237","$35,000,000","Lost money"
"Radio Flyer",0,0.13,35000000,"$4,651,977","$35,000,000","Lost money"
"Bound by Honor",0,0.13,35000000,"$4,496,583","$35,000,000","Lost money"
"Smilla's Sense of Snow",0,0.06,35000000,"$2,221,994","$35,000,000","Lost money"
"Lion of the Desert",0,0.04,35000000,"$1,500,000","$35,000,000","Lost money"
"Le hussard sur le toit",0,0.04,35000000,"$1,320,043","$35,000,000","Lost money"
"Ride With the Devil",0,0.02,35000000,"$630,779","$35,000,000","Lost money"
"The Darkest Hour",1,1.81,34800000,"$62,831,715","$34,800,000","Made money"
"The Age of Innocence",0,0.94,34000000,"$32,014,993","$34,000,000","Lost money"
"Gake no ue no Ponyo",1,6.04,34000000,"$205,312,666","$34,000,000","Made money"
"Chill Factor",0,0.33,34000000,"$11,263,966","$34,000,000","Lost money"
"The Astronaut's Wife",0,0.31,34000000,"$10,672,566","$34,000,000","Lost money"
"I Dreamed of Africa",0,0.19,34000000,"$6,543,194","$34,000,000","Lost money"
"Reds",1,1.49,33500000,"$50,000,000","$33,500,000","Made money"
"A Few Good Men",1,7.17,33000000,"$236,500,000","$33,000,000","Made money"
"Big Momma's House",1,5.26,33000000,"$173,559,438","$33,000,000","Made money"
"Exit Wounds",1,2.42,33000000,"$79,958,599","$33,000,000","Made money"
"Step Up Revolution",1,5.02,33000000,"$165,552,290","$33,000,000","Made money"
"Snakes on a Plane",1,1.88,33000000,"$62,020,814","$33,000,000","Made money"
"The Punisher",1,1.65,33000000,"$54,533,774","$33,000,000","Made money"
"The Watcher",1,1.43,33000000,"$47,267,829","$33,000,000","Made money"
"Safe",1,1.26,33000000,"$41,495,213","$33,000,000","Made money"
"Doomsday",0,0.66,33000000,"$21,621,188","$33,000,000","Lost money"
"Pushing Tin",0,0.25,33000000,"$8,408,835","$33,000,000","Lost money"
"Goal! The Dream Begins",0,0.84,33000000,"$27,610,873","$33,000,000","Lost money"
"Star Wars Ep. VI: Return of the Jedi",1,17.62,32500000,"$572,700,000","$32,500,000","Made money"
"Bridesmaids",1,8.9,32500000,"$289,263,136","$32,500,000","Made money"
"The Reader",1,3.48,32500000,"$113,019,290","$32,500,000","Made money"
"The Big Wedding",1,1.1,32500000,"$35,770,721","$32,500,000","Made money"
"Wanderlust",0,0.74,32500000,"$24,159,934","$32,500,000","Lost money"
"Elf",1,6.94,32000000,"$222,124,612","$32,000,000","Made money"
"Phenomenon",1,4.75,32000000,"$152,036,382","$32,000,000","Made money"
"This is the End",1,3.95,32000000,"$126,294,264","$32,000,000","Made money"
"Snow Dogs",1,3.65,32000000,"$116,898,028","$32,000,000","Made money"
"Nacho Libre",1,3.1,32000000,"$99,296,462","$32,000,000","Made money"
"Scrooged",1,1.89,32000000,"$60,328,558","$32,000,000","Made money"
"Takers",1,2.21,32000000,"$70,587,268","$32,000,000","Made money"
"Source Code",1,4.39,32000000,"$140,428,499","$32,000,000","Made money"
"Stigmata",1,2.8,32000000,"$89,441,732","$32,000,000","Made money"
"Men of Honor",1,2.57,32000000,"$82,339,483","$32,000,000","Made money"
"The Transporter 2",1,2.78,32000000,"$88,978,458","$32,000,000","Made money"
"Big Mommas: Like Father, Like Son",1,2.62,32000000,"$83,915,414","$32,000,000","Made money"
"Alive",1,1.13,32000000,"$36,299,670","$32,000,000","Made money"
"The Number 23",1,2.42,32000000,"$77,593,167","$32,000,000","Made money"
"1941",1,2.96,32000000,"$94,875,000","$32,000,000","Made money"
"Dreamer: Inspired by a True Story",1,1.23,32000000,"$39,498,360","$32,000,000","Made money"
"A History of Violence",1,1.92,32000000,"$61,477,797","$32,000,000","Made money"
"The Incredible Burt Wonderstone",0,0.76,32000000,"$24,255,957","$32,000,000","Lost money"
"The Quick and the Dead",0,0.58,32000000,"$18,552,460","$32,000,000","Lost money"
"Laws of Attraction",0,0.94,32000000,"$29,948,322","$32,000,000","Lost money"
"Going the Distance",1,1.25,32000000,"$39,990,165","$32,000,000","Made money"
"Bringing Out The Dead",0,0.52,32000000,"$16,640,210","$32,000,000","Lost money"
"Repo Men",0,0.57,32000000,"$18,195,238","$32,000,000","Lost money"
"D-War",1,2.5,32000000,"$79,915,361","$32,000,000","Made money"
"Bogus",0,0.14,32000000,"$4,357,406","$32,000,000","Lost money"
"Cats Don't Dance",0,0.11,32000000,"$3,588,602","$32,000,000","Lost money"
"Cradle Will Rock",0,0.09,32000000,"$2,899,970","$32,000,000","Lost money"
"The Good German",0,0.04,32000000,"$1,308,696","$32,000,000","Lost money"
"Apocalypse Now",1,2.5,31500000,"$78,800,000","$31,500,000","Made money"
"Flight",1,5.22,31000000,"$161,772,375","$31,000,000","Made money"
"Out of Africa",1,8.33,31000000,"$258,210,860","$31,000,000","Made money"
"Moonraker",1,6.78,31000000,"$210,300,000","$31,000,000","Made money"
"Arachnophobia",1,1.72,31000000,"$53,208,180","$31,000,000","Made money"
"Frequency",1,2.2,31000000,"$68,079,671","$31,000,000","Made money"
"Hearts in Atlantis",0,1,31000000,"$30,885,781","$31,000,000","Lost money"
"Extraordinary Measures",0,0.51,31000000,"$15,826,984","$31,000,000","Lost money"
"Get Shorty",1,3.8,30250000,"$115,021,008","$30,250,000","Made money"
"Ghostbusters",1,9.72,30000000,"$291,632,124","$30,000,000","Made money"
"Toy Story",1,12.15,30000000,"$364,530,148","$30,000,000","Made money"
"Chicago",1,10.26,30000000,"$307,687,518","$30,000,000","Made money"
"Big Daddy",1,7.62,30000000,"$228,641,283","$30,000,000","Made money"
